Restaurant Name,Cuisine,Rating,Number of Ratings,Average Price,Number of Offers,Offer Name,Area,Pure Veg,Location
The Pizza Bite,"Pizzas, Fast Food",3.1,,300,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Shiv Nagar,No,Rudrapur
The Pizza Bites,"Pizzas, Pastas",3.7,,500,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Jagatpura,No,Rudrapur
Chai Sutta Bar,"Beverages, Pizzas",4.3,,150,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Gopal Ganj,Yes,Sagar
La Pino'Z Pizza,"Pizzas, Pastas",4.1,,250,5,"50% OFF UPTO ₹100
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹699, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹699",Sagar,Yes,Sagar
Domino'S Pizza,"Pizzas, Italian",4.3,,400,5,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sagar Locality,No,Sagar
The Tea Factory,"Burgers, Pizzas",3.5,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar Locality,Yes,Sagar
Heaven Pizza & Cafe,"Pizzas, Fast Food",3.8,,300,5,"15% OFF UPTO ₹45
USE TRYNEWABOVE ₹149, Free pineapple
NO CODE REQUIREDABOVE ₹300, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Sagar City,Yes,Sagar
UFO Fries & Corn,"Burgers, Pizzas",3.8,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar City,Yes,Sagar
Mr. Paties,"Continental, Pizzas",3.9,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar Locality,Yes,Sagar
Mr. Paties,"Continental, Pizzas",3.9,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar Locality,Yes,Sagar
Mr. Paties,"Continental, Pizzas",3.9,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar Locality,Yes,Sagar
Mr. Paties,"Continental, Pizzas",3.9,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar Locality,Yes,Sagar
Mr. Paties,"Continental, Pizzas",3.9,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar Locality,Yes,Sagar
Bhabhi'S Kitchen,"North Indian, Pizzas",3.8,,199,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar City,Yes,Sagar
Bhabhi'S Kitchen,"North Indian, Pizzas",3.8,,199,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar City,Yes,Sagar
The Pizza & Burger King,"Pizzas, Chinese",3.2,,199,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar Locality,Yes,Sagar
The Special Patties King,"Fast Food, Pizzas",3.4,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar Locality,Yes,Sagar
HOT PIZZA Its Pizza O Clock,Pizzas,3.8,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar City,No,Sagar
HOT PIZZA Its Pizza O Clock,Pizzas,3.8,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar City,No,Sagar
Bombay Sandwich And Fast Food,"Fast Food, Pizzas",4.6,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹249, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar City,Yes,Sagar
Bombay Sandwich And Fast Food,"Fast Food, Pizzas",4.6,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹249, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Sagar City,Yes,Sagar
Pizza Restaurant,"Pizzas, Pastas",4.6,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹249, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹449, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Chander Nagar,Yes,Saharanpur
Pizza Bites,"Pizzas, Burgers",3.3,,200,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹199, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Subash Nagar,Yes,Saharanpur
Pizza Day,Pizzas,3.6,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹249, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹199, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Khalasi Lines,Yes,Saharanpur
Oregano,"Continental, Pizzas",4.0,,200,5,"Free Choco Lava Cake
NO CODE REQUIREDABOVE ₹399, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Court Road,Yes,Saharanpur
Grill Masters,"Beverages, Pizzas",4.0,,300,5,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Mission Compound,Yes,Saharanpur
Laziz Pizza,Pizzas,4.2,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Subhash Nagar,Yes,Saharanpur
Hatke,"Chinese, Pizzas",4.4,,200,5,"FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Subhash Nagar,Yes,Saharanpur
ALI BAIK PIZZA,"Italian-American, Pizzas",4.2,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Subash Nagar,No,Saharanpur
Uncle John'S Pizza,"Pizzas, Burgers",4.1,,500,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Delhi Road,Yes,Saharanpur
Pizza Heart,"Pizzas, Pastas",4.1,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Ambala Road Opp- Sky Land Hotel,Yes,Saharanpur
High Street Cafe,"Italian, Pizzas",4.1,,200,5,"DEAL OF DAY
FLAT ₹125 OFF
USE STEALDEALABOVE ₹199, DEFAULT
FLAT ₹150 OFF
USE MEGASAVERABOVE ₹349, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mission Compound,Yes,Saharanpur
Hot Breads And Pizzas,"North Indian, Pizzas",4.2,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Haqikatnagar,Yes,Saharanpur
Pizzas House,"Pizzas, Pastas",4.5,,200,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹199, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹449, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹299",Chander Nagar,Yes,Saharanpur
Hari Om Confectionery & Bakery,"Chinese, Pizzas",4.2,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹249, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chander Nagar,Yes,Saharanpur
Pandit Ji Pizza & Peties House,"Pizzas, Pastas",4.0,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Numaish Camp,Yes,Saharanpur
Pizza Cravings,"Pizzas, Snacks",3.4,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹300, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Keshav Nagar,Yes,Saharanpur
Mamma Mia Pizza,"Pizzas, Pastas",4.3,,200,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹199, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹449, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chander Nagar,Yes,Saharanpur
Chicken Hut (By Oregano),"Continental, Pizzas",3.8,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹249, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Court Road,No,Saharanpur
OM Confectionery (Chotu Bhaiya),"Pizzas, Burgers",4.1,,200,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹349, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Beribagh,Yes,Saharanpur
Chef Vs Foody,"Burgers, Pizzas",3.8,,200,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Subhash Nagar,Yes,Saharanpur
Bhukkad Food Truck,"Chinese, Pizzas",3.3,,150,5,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹1500, FLAT DEAL
FLAT ₹120 OFF
USE FLATDEALABOVE ₹499, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹500, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Haqikatnagar,Yes,Saharanpur
Vaishnavi Pizza,"Fast Food, Pizzas",2.6,,400,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Subash Nagar,Yes,Saharanpur
Sanjeevani Baker'S & Sweets,"Pizzas, Sweets",3.8,,198,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Khalasi Lines,Yes,Saharanpur
Indian Kitchen Food,"Bakery, Pizzas",3.3,,200,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹249, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Bhet Road,No,Saharanpur
5 Star Diamond Classic Pizza,"Pizzas, Continental",3.6,,160,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Haqikatnagar,Yes,Saharanpur
La Pino'Z Pizza,"Pizzas, Pastas",4.2,,250,5,"50% OFF UPTO ₹100
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹699, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹699",Saharanpur Nagar,No,Saharanpur
Pizza King,Pizzas,2.2,,100,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Subhash Nagar,Yes,Saharanpur
Bappa Pizza Parlour,"Italian-American, Pizzas",3.7,,150,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Khalasi Lines,Yes,Saharanpur
Laziz Pizza,"Pizzas, Italian",4.1,,300,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Saharsa Locality,No,Saharsa
Domino'S Pizza,"Pizzas, Italian",3.7,,400,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",L.D.M.N Mall,No,Saharsa
Go 69 Pizza,"Pizzas, Burgers",3.9,,200,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Jay Prabha Nagar,No,Saharsa
Chai Sutta Bar,"Pizzas, South Indian",3.7,,200,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹129, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹299",Jay Prabha Nagar,Yes,Saharsa
Astha Cake House,"Bakery, Pizzas",3.4,,300,5,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Jay Prabha Nagar,Yes,Saharsa
Pizza Hut,Pizzas,4.2,,350,5,"60% OFF UPTO ₹120
USE SWIGGYITON SELECT ITEMS, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Alagapuram Pudur,No,Salem
Dejavu,"Continental, Pizzas",4.4,,300,5,"FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹249, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹649, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT DEAL
FLAT ₹75 OFF
USE FLATDEALABOVE ₹499",Alagapuram Pudur,No,Salem
Olio - The Wood Fired Pizzeria,"Pizzas, Pastas",4.3,,300,5,"FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE SAVEBIGABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Meyyanur Main Rd,No,Salem
Domino'S Pizza,"Pizzas, Italian",4.6,,400,5,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Suramangalam,No,Salem
BurgerMan,"Burgers, Pizzas",4.4,,450,5,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹399, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Saradha college road,No,Salem
Crusto'S - Cheese Burst Pizza,"Pizzas, Pastas",4.6,,300,5,"FLAT DEAL
FLAT ₹125 OFF
USE SWIGGYWEEKENDSABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE SAVEBIGABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Meyyanur Main Rd,No,Salem
Oven Story Pizza - Standout Toppings,"Pizzas, Pastas",4.3,,400,5,"FLAT DEAL
FLAT ₹125 OFF
USE 125FORYOUABOVE ₹199, FLAT DEAL
FLAT ₹150 OFF
USE SAVEBIGABOVE ₹399, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399",Suramangalam,No,Salem
Firangi Bake,"Pizzas, Pastas",4.4,,400,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Suramangalam,No,Salem
Snackos,"Italian, Pizzas",4.3,,400,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Kannakurichi,No,Salem
Cafe Overfloww,"Snacks, Pizzas",4.3,,150,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Saradha college road,No,Salem
Grillfry,"Pizzas, Continental",3.9,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, Free Delight
NO CODE REQUIREDABOVE ₹399, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Dadagapatti,No,Salem
Black Wings Resto Cafe,"Pizzas, Burgers",4.1,,250,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Suramangalam,No,Salem
Zyme Resto Cafe,"Burgers, Pizzas",4.5,,250,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600","4 Roads , Central Avenue",No,Salem
Classic Pizza Restaurant,"Pizzas, Beverages",4.1,,50,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT ₹150 OFF
USE AMEX150ABOVE ₹600",Kitchipalayam,No,Salem
